No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
31;Xiaomi;Xiaomi Redmi Note 9 Pro;https://www.gsmarena.com/xiaomi_redmi_note_9_pro-10217.php;N/A;N/A;30W wired;Li-Po 5020 mAh;N/A;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in);Nano-SIM + Nano-SIM;209 g (7.37 oz);5.0, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS;FM radio, recording;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~84.5% screen-to-body ratio);IPS LCD;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2020, April 30;Available. Released 2020, May 05;N/A;LED flash, HDR, panorama;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Tropical Green, Glacier White, Interstellar Gray;M2003J6B2G;$ 91.89 / € 90.10 / £ 200.00;0.87 W/kg (head)     0.71 W/kg (body);0.66 W/kg (head)     1.02 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver);Qualcomm SM7125 Snapdragon 720G (8 nm);Adreno 618;Android 10, MIUI 11;HDR, panorama;"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30/120fps;N/A;Yes;Yes;N/A;N/A;Endurance rating 123h;Photo / Video;Contrast ratio: 1285:1 (nominal);-28.6 LUFS (Average);"AnTuTu: 279625 (v8)
GeekBench: 1785 (v5.1)
GFXBench: 15fps (ES 3.1 onscreen)"
32;Xiaomi;Xiaomi Redmi Note 11;https://www.gsmarena.com/xiaomi_redmi_note_11-11336.php;N/A;N/A;33W wired, PD3.0, QC3, 100% in 60 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";N/A;159.9 x 73.9 x 8.1 mm (6.30 x 2.91 x 0.32 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~84.5% screen-to-body ratio);AMOLED, 90Hz, 700 nits, 1000 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2022, January 26;Available. Released 2022, February 09;N/A;LED flash, HDR, panorama;"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Graphite Gray, Twilight Blue, Star Blue;2201117TG, 2201117TI, 2201117TY, 2201117TL;€ 95.00 / £ 106.77 / ₹ 11,999;0.97 W/kg (head)     0.93 W/kg (body);0.60 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;Android 11, upgradable to Android 13, MIUI 14;N/A;"13 MP, f/2.4, (wide), 1/3.1"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 126h;Photo / Video;736 nits max brightness (measured);-25.8 LUFS (Very good);"AnTuTu: 228044 (v8), 244526 (v9)
GeekBench: 1662 (v5.1)
GFXBench: 6.8fps (ES 3.1 onscreen)"
33;Xiaomi;Xiaomi Redmi Note 14 Pro 5G;https://www.gsmarena.com/xiaomi_redmi_note_14_pro_5g_(global)-13613.php;N/A;N/A;45W wired, PD;5110 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), plastic back or silicone polymer back (eco leather);162.3 x 74.4 x 8.4 mm (6.39 x 2.93 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;190 g (6.70 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 3000 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 10;Available. Released 2025, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, multi-directional PDAF, OIS
8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Lavender Purple, Coral Green, Midnight Black;24090RA29G;$ 312.00 / € 230.47 / £ 214.00;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Ultra (4 nm);Mali-G615 MC2;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers (with Dolby Atmos);N/A;Active use score 11:39h;N/A;N/A;1138 nits max brightness (measured);-26.7 LUFS (Good);"AnTuTu: 684320 (v10)
GeekBench: 2913 (v6)
3DMark: 849 (Wild Life Extreme)"
34;Xiaomi;Xiaomi Poco F6 Pro;https://www.gsmarena.com/xiaomi_poco_f6_pro-12992.php;N/A;N/A;120W wired, PD3.0, QC3+, 100% in 19 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), glass back, aluminum frame;160.9 x 75 x 8.2 mm (6.33 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;209 g (7.37 oz);5.3, A2DP, LE, aptX HD, LHDC;Yes;Yes (market/region dependent);GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7 (market/region dependent), tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.0% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 700 nits (typ), 1200 nits (HBM), 4000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, proximity, gyro, compass;2024, May 23;Available. Released 2024, May 23;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (macro)";8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM;Black, White;23113RKC6G;$ 409.99 / € 377.00 / £ 334.00;1.09 W/kg (head)     1.08 W/kg (body);0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 14, up to 3 major Android upgrades, HyperOS;HDR;16 MP, (wide);1080p@30/60fps, gyro-EIS;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;Active use score 10:29h;N/A;N/A;1203 nits max brightness (measured);-24.8 LUFS (Very good);"AnTuTu: 1287854 (v9), 1584439 (v10)
GeekBench: 4859 (v5), 5310 (v6)"
35;Xiaomi;Xiaomi Redmi K80;https://www.gsmarena.com/xiaomi_redmi_k80-13525.php;N/A;N/A;90W wired, PD3.0, QC3+;Si/C Li-Ion 6550 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);N/A;160.3 x 75 x 8.1 mm (6.31 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;206 g (7.27 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);OLED, 68B colors, 120Hz, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2024, November 27;Available. Released 2024, November 27;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, dual pixel PDAF, OIS
8 MP, (ultrawide)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Mint, Blue;24117RK2CC;About 350 EUR;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 7, 8, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 15, HyperOS 2;HDR;20 MP, (wide);1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
36;Xiaomi;Xiaomi Poco F7 Pro;https://www.gsmarena.com/xiaomi_poco_f7_pro-13724.php;N/A;N/A;90W wired, PD3.0, QC3+, 100% in 37 min;Li-Po 6000 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);Glass front (Gorilla Glass 7i), glass back, aluminum frame;160.3 x 75 x 8.1 mm (6.31 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;206 g (7.27 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2025, March 27;Available. Released 2025, March 27;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, dual pixel PDAF, OIS
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 12GB RAM;Black, Blue, Silver;N/A;$ 601.99 / € 443.93 / £ 398.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 15, HyperOS 2;HDR;20 MP, (wide);1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;Active use score 13:51h;N/A;N/A;1478 nits max brightness (measured);-25.2 LUFS (Very good);"AnTuTu: 2065265 (v10)
GeekBench: 6661 (v6)
3DMark: 4795 (Wild Life Extreme)"
37;Xiaomi;Xiaomi Redmi A5 4G;https://www.gsmarena.com/xiaomi_redmi_a5_4g-13737.php;N/A;N/A;15W wired;5200 mAh;Dust and splash resistant;N/A;171.7 x 77.8 x 8.3 mm (6.76 x 3.06 x 0.33 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1640 pixels (~260 ppi density);6.88 inches, 112.4 cm2 (~84.1% screen-to-body ratio);IPS LCD, 120Hz, 450 nits (typ);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2025, March 21;Available. Released 2025, March 21;N/A;LED flash, HDR;N/A;"32 MP, f/2.0, (wide)
Auxiliary lens";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Ocean Blue, Lake Green, Sandy Gold, Midnight Black;25028PC03G, 25028RN03A, 25028RN03I;$ 84.99 / € 69.00 / £ 58.00 / ₹ 6,498;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T7250 (12 nm);Mali-G57 MP1;Android 15 (Go edition), up to 2 major Android upgrades, HyperOS;HDR;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
38;Xiaomi;Xiaomi Redmi Turbo 4;https://www.gsmarena.com/xiaomi_redmi_turbo_4-13598.php;N/A;N/A;90W wired, PD3.0, QC3+, 100% in 45 min;Si/C Li-Ion 6550 mAh;IP68 dust tight and water resistant (immersible up to 2m for 30 min);N/A;161 x 75.2 x 8.1 mm (6.34 x 2.96 x 0.32 in);Nano-SIM + Nano-SIM;203.5 g (7.20 oz);6.0, A2DP, LE, aptX, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;N/A;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.7% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 1400 nits (HBM), 3200 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, January 02;Available. Released 2025, January 02;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 15mm (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Black, White, Blue;24129RT7CC;About 270 EUR;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 8, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x3.25 GHz Cortex-A725 & 3x3.0 GHz Cortex-A725 & 4x2.1 GHz Cortex-A725);Mediatek Dimensity 8400 Ultra (4 nm);G720 MC7;Android 15, HyperOS 2;N/A;"20 MP, f/2.2, (wide), 1/4""";1080p@30fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
39;Xiaomi;Xiaomi Poco X6 Pro;https://www.gsmarena.com/xiaomi_poco_x6_pro-12717.php;N/A;N/A;67W wired, QC2.0, PD3.0, 100% in 45 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic frame, plastic back or silicone polymer back (eco leather);160.5 x 74.3 x 8.3 mm (6.32 x 2.93 x 0.33 in);Nano-SIM + Nano-SIM;186 g or 190 g (6.56 oz);5.4, A2DP, LE, aptX HD;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~90.1% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 1800 nits (peak);Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, January 11;Available. Released 2024, January 12;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.7, 25mm (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60fps, gyro-EIS;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, Yellow, Gray;2311DRK48G, 2311DRK48I;$ 294.99 / € 205.15 / £ 257.22 / ₹ 19,999;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 40, 41, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8300 Ultra (4 nm);Mali G615-MC6;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with dual speakers;N/A;Active use score 11:46h;N/A;Photo / Video;1148 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 1396547 (v10)
GeekBench: 4696 (v6)"
40;Xiaomi;Xiaomi Redmi Note 14 Pro+ 5G;https://www.gsmarena.com/xiaomi_redmi_note_14_pro+_5g_(global)-13612.php;N/A;N/A;120W wired;5110 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorrila Glass 7i) or silicone polymer back (eco leather), aluminum frame;162.5 x 74.7 x 8.8 mm (6.40 x 2.94 x 0.35 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;205 g or 210 g (7.23 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GALILEO, GLONASS, QZSS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/6e, dual-band, Wi-Fi Direct (/6e is market/region dependent);N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.5% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 3000 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 10;Available. Released 2025, January 15;N/A;LED flash, HDR, panorama;N/A;N/A;"200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, multi-directional PDAF, OIS
8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Lavender Purple, Frost Blue, Midnight Black, Sand Gold;24115RA8EG;$ 367.50 / € 299.97 / £ 279.99;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520);Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);Adreno 810;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"20 MP, f/2.2, 21mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers (with Dolby Atmos);N/A;Active use score 10:40h;N/A;N/A;1200 nits max brightness (measured);-26.5 LUFS (Good);"AnTuTu: 750292 (v10)
GeekBench: 3234 (v6)
3DMark: 1049 (Wild Life Extreme)"
