No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
35;Oppo;Oppo A3 Pro;https://www.gsmarena.com/oppo_a3_pro-13160.php;N/A;N/A;45W wired, 50% in 30 min;5100 mAh;IP54 dust protected and water resistant (water splashes);N/A;165.8 x 76.1 x 7.7 mm (6.53 x 3.00 x 0.30 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.3, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.0% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, June 21;Available. Released 2024, June 21;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;UFS 2.2;microSDXC;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Moonlit Purple, Starry Black;CPH2639, CPH2665;₹ 15,880;N/A;1, 3, 5, 8, 28, 40, 41, 77, 88 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, upgradable to Android 15, ColorOS 15;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
36;Oppo;Oppo A78;https://www.gsmarena.com/oppo_a78-12073.php;N/A;N/A;33W wired, PD, 52% in 30 min, 100% in 67 min;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.3, A2DP, LE, aptX;N/A;Yes;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, January 07;Available. Released 2023, January 07;"50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Glowing Black, Glowing Purple;CPH2483, CPH2495;$ 439.00 / € 179.99 / £ 198.46 / ₹ 15,900;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 700 (7 nm);Mali-G57 MC2;Android 12, upgradable to Android 14, ColorOS 14;N/A;8 MP, f/2.0, 27mm (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
37;Oppo;Oppo F11 Pro;https://www.gsmarena.com/oppo_f11_pro-9566.php;N/A;N/A;20W wired;Li-Po 4000 mAh, non-removable;N/A;Glass front, plastic back, plastic frame;161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);4.2, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density);6.53 inches, 103.6 cm2 (~84.4% screen-to-body ratio);IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2019, March. Released 2019, March;Discontinued;"48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF
5 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM;Thunder Black, Aurora Green;CPH1969, CPH2209, CPH1987;About 320 EUR;N/A;1, 3, 5, 8, 38, 40, 41 - V3;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat7 300/50 Mbps;GSM / HSPA / LTE;Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mediatek MT6771 Helio P70 (12 nm);Mali-G72 MP3;Android 9.0 (Pie), ColorOS 6;HDR;"Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes;Noise -93.4dB / Crosstalk -92.9dB;N/A;Endurance rating 109h;Photo / Video;Contrast ratio: 1392:1 (nominal), 2.987 (sunlight);Voice 67dB / Noise 72dB / Ring 80dB;"AnTuTu: 150218 (v7)
GeekBench: 6020 (v4.4)
GFXBench: 7.4fps (ES 3.1 onscreen)"
38;Oppo;Oppo Find X8 Pro;https://www.gsmarena.com/oppo_find_x8_pro-13467.php;N/A;N/A;"80W wired, PD 55W, PPS, UFCS
50W wireless 
10W reverse wireless";Si/C Li-Ion 5910 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 7i), glass back (Gorilla Glass 7i), aluminum frame;162.3 x 76.7 x 8.2 mm (6.39 x 3.02 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;215 g (7.58 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS, NavIC (L5);No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band or tri-band, Wi-Fi Direct;Ultra HDR image support;Corning Gorilla Glass 7i;1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2 (~89.8% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, Dolby Vision, HDR10+, 800 nits (typ), 1600 nits (HBM), 4500 nits (peak);"Satellite connectivity support (PKC130, 1TB 16GB RAM model only)
Circle to Search";Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, October 24;Available. Released 2024, October 30;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;"50 MP, f/1.6, 23mm (wide), 1/1.4"", 1.12µm, multi-directional PDAF, OIS
50 MP, f/2.6, 73mm (periscope telephoto), 1/1.95"", 0.61µm, 3x optical zoom, multi-directional PDAF, OIS
50 MP, f/4.3, 135mm (periscope telephoto), 1/2.51"", 0.7µm, 6x optical zoom, dual pixel PDAF (35cm - ∞), OIS
50 MP, f/2.0, 15mm, 120˚ (ultrawide), 1/2.75"", 0.64µm, multi-directional PDAF";N/A;N/A;"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Space Black, Pearl White, Blue;CPH2659, PKC110, PKC130;€ 1,037.91 / £ 759.99 / ₹ 83,999;N/A;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400 (3 nm);Immortalis-G925;Android 15, up to 5 major Android upgrades, ColorOS 15;Panorama;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 15:18h;N/A;N/A;1333 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 2701287 (v10)
GeekBench: 8819 (v6)
3DMark: 6479 (Wild Life Extreme)"
39;Oppo;Oppo Reno13 Pro;https://www.gsmarena.com/oppo_reno13_pro-13514.php;N/A;N/A;"80W wired, PD, UFCS 33W, PPS 33W
50W wireless
Reverse wired";5800 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), aluminum alloy frame, glass back;162.8 x 76.6 x 7.6 mm (6.41 x 3.02 x 0.30 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;195 g or 197 g (6.88 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band;N/A;Corning Gorilla Glass 7i;1272 x 2800 pixels (~450 ppi density);6.83 inches, 113.3 cm2 (~90.9% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 1200 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, November 25;Available. Released 2024, November 29;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.8, 85mm (telephoto), PDAF, OIS, 3.5x optical zoom
8 MP, f/2.2, 15mm, 116˚ (ultrawide), 1/4.0"", 1.12µm";4K@30/60fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Graphite Grey, Plume Purple, Pink;CPH2697, PKK110;$ 747.00 / € 594.00 / £ 609.00;N/A;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 66, 38, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 (4 nm);Mali G615-MC6;Android 15, ColorOS 15;Panorama, HDR;50 MP, f/2.0, 21mm (wide), AF;4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 16:42h;N/A;N/A;1168 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 1154641 (v10)
GeekBench: 4138 (v6)
3DMark: 2914 (Wild Life Extreme)"
40;Oppo;Oppo A5x;https://www.gsmarena.com/oppo_a5x_5g-13898.php;N/A;N/A;45W wired, 33W PPS, 13.5W PD, 50% in 37 min;6000 mAh;"IP65 dust tight and water resistant (low pressure water jets)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.1, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Unspecified;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 23;Available. Released 2025, May 25;N/A;LED flash, HDR, panorama;N/A;32 MP, f/1.9, (wide), AF;N/A;Yes;UFS 2.2;microSDXC;128GB 4GB RAM;Tranquil Lake Green, Laser White;N/A;₹ 12,799;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, ColorOS 15;N/A;5 MP, f/2.2, (wide);Yes;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
41;Oppo;Oppo A15;https://www.gsmarena.com/oppo_a15-10497.php;N/A;N/A;10W wired;Li-Po 4230 mAh;N/A;Glass front, plastic back, plastic frame;164 x 75.4 x 7.9 mm (6.46 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;175 g (6.17 oz);5.0, A2DP, LE, aptX;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.52 inches, 102.6 cm2 (~83.0% screen-to-body ratio);IPS LCD, 480 nits (typ);N/A;Fingerprint (rear-mounted), accelerometer, proximity;2020, October 15;Available. Released 2020, October 27;N/A;LED flash, HDR, panorama;N/A;N/A;"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC;32GB 2GB RAM, 32GB 3GB RAM;Dynamic Black, Mystery Blue;CPH2185;$ 549.00;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 10, ColorOS 7.2;HDR;5 MP, f/2.4, (wide);;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
42;Oppo;Oppo A77s;https://www.gsmarena.com/oppo_a77s-11907.php;N/A;N/A;33W wired, 100% in 69 min;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, plastic back or eco leather back;163.8 x 75 x 8 mm (6.45 x 2.95 x 0.31 in);Nano-SIM + Nano-SIM;187 g / 190 g (6.60 oz);5.0, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~84.2% screen-to-body ratio);IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2022, October 05;Available. Released 2022, October 07;"50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 8GB RAM;Sunset Orange, Starry Black;CPH2473;About 220 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;Android 12, upgradable to Android 14, ColorOS 14;Panorama;8 MP, f/2.0, 26mm (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
43;Oppo;Oppo Find X8s;https://www.gsmarena.com/oppo_find_x8s_5g-13769.php;N/A;N/A;"80W wired, 12W PD, 33W PPS
50W wireless";Si/C Li-Ion 5700 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, glass back, aluminum frame;150.6 x 71.8 x 7.7 mm (5.93 x 2.83 x 0.30 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS, NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;Ultra HDR image support;Unspecified;1216 x 2640 pixels, 19.5:9 ratio (~460 ppi density);6.32 inches, 97.9 cm2 (~90.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 2160Hz PWM, Dolby Vision, HDR Vivid, HDR10+, 800 nits (typ), 1600 nits (HBM);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 10;Available. Released 2025, April 16;N/A;Color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.8, 85mm (telephoto), 3.5x optical zoom, multi-directional PDAF, OIS
50 MP, f/2.0, 15mm, 120˚ (ultrawide), 1/2.75"", 0.64µm, multi-directional PDAF";"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, Blue, White, Pink;PKT110;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66;1, 3, 5, 8, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.73 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400+ (3 nm);Immortalis-G925 MC12;Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, AF";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
44;Oppo;Oppo A60;https://www.gsmarena.com/oppo_a60-12964.php;N/A;N/A;45W wired, 50% in 30 min;Li-Ion 5000 mAh;"IP54 dust protected and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76 x 7.7 mm (6.52 x 2.99 x 0.30 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.0, A2DP, LE;N/A;Unspecified;GPS, GALILEO, GLONASS, BDS, QZSS;FM radio (market/region dependent);USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.2% screen-to-body ratio);IPS LCD, 90Hz, 950 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, April 26;Available. Released 2024, April 26;"50 MP, f/1.8, 26mm (wide), 1/2.75"", PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 8GB RAM, 256GB 8GB RAM;Midnight Purple, Ripple Blue;CPH2631;$ 389.00 / € 155.00 / £ 109.99;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;Android 14, upgradable to Android 15, ColorOS 15;N/A;"8 MP, f/2.0, 24mm (wide), 1/3.94""";1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
45;Oppo;Oppo A3;https://www.gsmarena.com/oppo_a3-13269.php;N/A;N/A;45W wired, PD2.0, 50% in 30 min;5100 mAh;"IP54 dust protected and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76 x 7.7 mm (6.52 x 2.99 x 0.30 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.2% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, August 20;Available. Released 2024, August 20;"50 MP, f/1.8, (wide), PDAF
Auxiliary lens";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;eMMC 5.1;microSDXC;128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Ocean Blue, Nebula Red;CPH2683;₹ 13,999;1.05 W/kg (head)     0.78 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, ColorOS 14;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
46;Oppo;Oppo A5s (AX5s);https://www.gsmarena.com/oppo_a5s_(ax5s)-9626.php;N/A;N/A;N/A;Li-Ion 4230 mAh, non-removable;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in);Nano-SIM + Nano-SIM;170 g (6.00 oz);4.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1520 pixels, 19:9 ratio (~271 ppi density);6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio);S-IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2019, March 18. Released 2019, April;Discontinued;"13 MP, f/2.2, AF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;Red, Black, Gold, Green;CPH1909, CPH1920, CPH1912;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps;GSM / HSPA / LTE;Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 8.1 (Oreo), ColorOS 5.2;HDR;8 MP, f/2.0;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
47;Oppo;Oppo A78 4G;https://www.gsmarena.com/oppo_a78_4g-12387.php;N/A;N/A;67W wired, PD, 76% in 30 min;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;160 x 73.2 x 7.9 mm (6.30 x 2.88 x 0.31 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.0, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~85.2% screen-to-body ratio);AMOLED, 90Hz, 430 nits;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, July 10;Available. Released 2023, July 10;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC;128GB 8GB RAM, 256GB 8GB RAM;Mist Black, Aqua Green;CPH2565;About 200 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;Android 13, ColorOS 13.1;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
